Timestamp sec,Timestamp nanosec,Entry_point x,Entry_point y,Entry_point z,AuroraTip x,AuroraTip y,AuroraTip z,AuroraTip qw,AuroraTip qx,AuroraTip qy,AuroraTip qz,Tip x,Tip y,Tip z,Tip qw,Tip qx,Tip qy,Tip qz,AuroraBase x,AuroraBase y,AuroraBase z,AuroraBase qw,AuroraBase qx,AuroraBase qy,AuroraBase qz,Base x,Base y,Base z,Base qw,Base qx,Base qy,Base qz,J00,J01,J02,J03,J04,J05,J06,J10,J11,J12,J13,J14,J15,J16,J20,J21,J22,J23,J24,J25,J26,J30,J31,J32,J33,J34,J35,J36,J40,J41,J42,J43,J44,J45,J46,J50,J51,J52,J53,J54,J55,J56,J60,J61,J62,J63,J64,J65,J66,Control_x,Control_z
1651087905,973608804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,12119664,0,0,0,-23.39695167541504,9.922459602355957,-182.219482421875,0.9998425245285034,0.001491904491558671,-0.017680438235402107,-2.0488684526753786e-08,0,0,0,0,0,0,0,-23.5328369140625,-19.90428924560547,-185.6493377685547,0.9999778270721436,0.006088615395128727,0.002667189110070467,2.4679685850514943e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,62167660,0,0,0,-23.3900089263916,10.056803703308105,-182.1578826904297,0.9998421669006348,0.0025105481036007404,-0.01758834905922413,-2.0488691632181144e-08,0,0,0,0,0,0,0,-23.53871726989746,-19.925146102905273,-185.64276123046875,0.9999785423278809,0.005958319175988436,0.0027064087335020304,2.2817893352566898e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,112069027,0,0,0,-23.380258560180664,10.134214401245117,-182.1943817138672,0.9998390674591064,0.0029942989349365234,-0.01768684573471546,0.0,0,0,0,0,0,0,0,-23.554807662963867,-19.894947052001953,-185.70596313476562,0.9999771118164062,0.006173134781420231,0.0027376418001949787,2.7008063341327215e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,162105730,0,0,0,-23.45117950439453,9.935641288757324,-182.22657775878906,0.9998468160629272,0.0016294720117002726,-0.017422053962945938,-1.1175763425796958e-08,0,0,0,0,0,0,0,-23.552743911743164,-19.89872169494629,-185.63592529296875,0.9999771118164062,0.006149590481072664,0.0028156640473753214,2.7939407232224767e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,212119256,0,0,0,-23.452775955200195,9.94993782043457,-182.22679138183594,0.9998466968536377,0.0017195942346006632,-0.017422201111912727,-2.4214459770632857e-08,0,0,0,0,0,0,0,-23.565710067749023,-19.879926681518555,-185.64405822753906,0.9999760389328003,0.006280781235545874,0.0028810505755245686,-2.8405109375739812e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,262121153,0,0,0,-23.472505569458008,9.887801170349121,-182.26214599609375,0.9998481273651123,0.0012349486351013184,-0.01738506555557251,-2.980230107141324e-08,0,0,0,0,0,0,0,-23.569047927856445,-19.875228881835938,-185.64390563964844,0.9999759197235107,0.006285667885094881,0.002922773826867342,-2.77075145049821e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,312189736,0,0,0,-23.49079132080078,9.81576919555664,-182.30291748046875,0.9998490810394287,0.0006884337635710835,-0.017354998737573624,-1.3038664370412789e-08,-66.47466999074541,7.07288927196754,43.598190908127464,-0.7048851833356297,0.7089172384255222,0.02181711299230128,-0.009856276829924787,-23.53924560546875,-19.924137115478516,-185.66307067871094,0.9999788999557495,0.0059102182276546955,0.00268822954967618,2.2351303030632153e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,362121795,0,0,0,-23.46563720703125,9.829020500183105,-182.3210906982422,0.9998461008071899,0.0007417203160002828,-0.017524482682347298,2.6077406900526512e-08,-66.47466999074541,7.07288927196754,43.598190908127464,-0.7048851833356297,0.7089172384255222,0.02181711299230128,-0.009856276829924787,-23.52587890625,-19.91913604736328,-185.6729278564453,0.9999790191650391,0.005919218994677067,0.0025993590243160725,2.0954287194285826e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651087906,412164591,0,0,0,-23.43851089477539,9.950249671936035,-182.26968383789062,0.9998447895050049,0.001586496946401894,-0.017547547817230225,-1.117578651843587e-08,-66.47466999074541,7.07288927196754,43.598190908127464,-0.7048851833356297,0.7089172384255222,0.02181711299230128,-0.009856276829924787,-23.50614356994629,-19.953210830688477,-185.69088745117188,0.9999809265136719,0.005667448043823242,0.002454429864883423,-1.4435775241850024e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
