Timestamp sec,Timestamp nanosec,Entry_point x,Entry_point y,Entry_point z,AuroraTip x,AuroraTip y,AuroraTip z,AuroraTip qw,AuroraTip qx,AuroraTip qy,AuroraTip qz,Tip x,Tip y,Tip z,Tip qw,Tip qx,Tip qy,Tip qz,AuroraBase x,AuroraBase y,AuroraBase z,AuroraBase qw,AuroraBase qx,AuroraBase qy,AuroraBase qz,Base x,Base y,Base z,Base qw,Base qx,Base qy,Base qz,J00,J01,J02,J03,J04,J05,J06,J10,J11,J12,J13,J14,J15,J16,J20,J21,J22,J23,J24,J25,J26,J30,J31,J32,J33,J34,J35,J36,J40,J41,J42,J43,J44,J45,J46,J50,J51,J52,J53,J54,J55,J56,J60,J61,J62,J63,J64,J65,J66,Control_x,Control_z
1651085204,650146435,0,0,0,-31.543310165405273,9.804744720458984,-175.70767211914062,0.9999035596847534,0.012318135239183903,-0.006403119303286076,-1.72274905452241e-08,0,0,0,0,0,0,0,-31.3330020904541,-21.63850975036621,-178.03970336914062,0.9999920129776001,-0.0008326173992827535,0.003893852699548006,1.3038506274654083e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085204,700198555,0,0,0,-31.48332405090332,9.219550132751465,-176.08619689941406,0.9999399185180664,0.007870793342590332,-0.007627159357070923,2.3282643368816025e-08,0,0,0,0,0,0,0,-31.330324172973633,-22.07073974609375,-178.06298828125,0.9999842643737793,-0.004146099090576172,0.003770739072933793,2.7473538111166818e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085204,750249166,0,0,0,-31.59825325012207,8.506325721740723,-176.34405517578125,0.9999678134918213,0.0023292305413633585,-0.007671714760363102,-2.700831380764157e-08,0,0,0,0,0,0,0,-32.305294036865234,-20.790056228637695,-177.9117431640625,0.9999299049377441,0.005309940315783024,0.010574104264378548,-9.313878557293265e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085204,800253825,0,0,0,-31.420873641967773,10.20248031616211,-175.55560302734375,0.9998657703399658,0.014944078400731087,-0.006708384025841951,-5.588685514368308e-09,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-31.524314880371094,-21.362215042114258,-177.95748901367188,0.9999855756759644,0.0010204315185546875,0.005273193120956421,-1.397004023573345e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085204,850591062,0,0,0,-31.4692440032959,10.594879150390625,-175.45924377441406,0.9998277425765991,0.017627479508519173,-0.005804926622658968,-2.7009368963604174e-08,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-31.470733642578125,-21.230239868164062,-178.16909790039062,0.9999860525131226,0.0018444062443450093,0.004944562911987305,-1.3503910878398528e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085204,900264009,0,0,0,-30.905197143554688,11.101512908935547,-175.58163452148438,0.999743640422821,0.020858826115727425,-0.00880140159279108,2.3281756966753164e-08,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-31.142635345458984,-21.014467239379883,-178.5775604248047,0.9999904632568359,0.003160119289532304,0.0029976668301969767,1.234014135320649e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085204,950264723,0,0,0,-31.464359283447266,12.05711555480957,-176.66656494140625,0.9996086955070496,0.027576567605137825,-0.0046908860094845295,-9.316871718567654e-10,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-31.45901870727539,-20.705251693725586,-180.7664031982422,0.9999730587005615,0.005562067963182926,0.00478717777878046,4.65673810623457e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085205,264535,0,0,0,-32.33482360839844,9.518817901611328,-178.18814086914062,0.9999548196792603,0.009254099801182747,-0.0021311049349606037,7.450917216544894e-09,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-32.36898422241211,-21.09670066833496,-181.10342407226562,0.9999369382858276,0.002814293373376131,0.0108663160353899,2.142176924735395e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085205,50214782,0,0,0,-32.246578216552734,10.8460693359375,-178.4351043701172,0.9998204112052917,0.0188940167427063,-0.0015013813972473145,8.614462032596748e-09,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-32.433067321777344,-20.603595733642578,-181.77821350097656,0.9999136924743652,0.006619692780077457,0.011347026564180851,2.5147880222675667e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651085205,100272693,0,0,0,-32.19978713989258,10.961793899536133,-179.74765014648438,0.9998103976249695,0.019361020997166634,-0.0020888743456453085,1.3272044796508453e-08,-74.70593137869321,12.81191969129219,45.08979013547555,-0.7042290046919069,0.7098042086634899,0.01515811593648291,-0.003103929347299118,-32.28788757324219,-20.23394012451172,-183.38429260253906,0.9999033212661743,0.009254636242985725,0.010369599796831608,-1.8628252274055512e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
