Timestamp sec,Timestamp nanosec,Entry_point x,Entry_point y,Entry_point z,Aurora x,Aurora y,Aurora z,Aurora qw,Aurora qx,Aurora qy,Aurora qz,Tip x,Tip y,Tip z,Tip qw,Tip qx,Tip qy,Tip qz,Base x,Base y,Base z,Base qw,Base qx,Base qy,Base qz,J00,J01,J02,J03,J04,J05,J06,J10,J11,J12,J13,J14,J15,J16,J20,J21,J22,J23,J24,J25,J26,J30,J31,J32,J33,J34,J35,J36,J40,J41,J42,J43,J44,J45,J46,J50,J51,J52,J53,J54,J55,J56,J60,J61,J62,J63,J64,J65,J66,Control_x,Control_z
1648227694,104045846,0,0,0,74.62769317626953,-10.57757568359375,-182.1442413330078,0.7187596559524536,0.0021827220916748047,-0.6952551603317261,-5.9603845414812895e-08,-57.26002741459675,-4.146785201875986,44.072050549418634,0.00022617431588809774,0.038121089363200744,-0.7023557696791197,-0.7108045132455002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227694,603989577,0,0,0,74.686279296875,-10.624809265136719,-182.19094848632812,0.7186643481254578,0.0022116899490356445,-0.695353627204895,0.0,-57.26002741459675,-4.146785201875986,44.072050549418634,0.00022617431588809774,0.038121089363200744,-0.7023557696791197,-0.7108045132455002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227695,104043526,0,0,0,74.70439147949219,-10.604830741882324,-182.12693786621094,0.718610405921936,0.002169728046283126,-0.6954094767570496,0.0,-57.26002741459675,-4.146785201875986,44.072050549418634,0.00022617431588809774,0.038121089363200744,-0.7023557696791197,-0.7108045132455002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227695,604039335,0,0,0,74.74247741699219,-10.619494438171387,-182.1505889892578,0.7184889912605286,0.0020701291505247355,-0.6955353021621704,-5.962630211797659e-08,-57.26002741459675,-4.146785201875986,44.072050549418634,0.00022617431588809774,0.038121089363200744,-0.7023557696791197,-0.7108045132455002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227696,103952035,0,0,0,74.66925811767578,-10.617938041687012,-182.08535766601562,0.7186368107795715,0.00217002653516829,-0.6953821778297424,0.0,-57.259181576938516,-4.1863222654188235,44.07144271510525,0.00016166475911622014,0.03808673603709589,-0.7023230570216574,-0.7107409165059375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227696,604043574,0,0,0,74.71156311035156,-10.619891166687012,-182.1436004638672,0.7185940742492676,0.0020676851272583008,-0.6954267024993896,5.961757665318146e-08,-57.259181576938516,-4.1863222654188235,44.07144271510525,0.00016166475911622014,0.03808673603709589,-0.7023230570216574,-0.7107409165059375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227697,104017804,0,0,0,74.663818359375,-10.5577974319458,-182.0706329345703,0.7186932563781738,0.002349197631701827,-0.6953232884407043,0.0,-57.259181576938516,-4.1863222654188235,44.07144271510525,0.0001285664541444964,0.03802205541750281,-0.7023558706686032,-0.7108096335762779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227697,604041470,0,0,0,74.75396728515625,-10.678974151611328,-182.2158966064453,0.718510091304779,0.002002001041546464,-0.6955136656761169,0.0,-57.259181576938516,-4.1863222654188235,44.07144271510525,0.0001285664541444964,0.03802205541750281,-0.7023558706686032,-0.7108096335762779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227698,103981285,0,0,0,74.7822494506836,-10.657135009765625,-182.1672821044922,0.7184290289878845,0.0019608736038208008,-0.6955974698066711,0.0,-57.259181576938516,-4.1863222654188235,44.07144271510525,0.0001285664541444964,0.03802205541750281,-0.7023558706686032,-0.7108096335762779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227698,604037261,0,0,0,74.73751068115234,-10.641885757446289,-182.2475128173828,0.7185465097427368,0.0020371079444885254,-0.6954759359359741,0.0,-57.259181576938516,-4.1863222654188235,44.07144271510525,0.0001285664541444964,0.03802205541750281,-0.7023558706686032,-0.7108096335762779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648227699,104017638,0,0,0,74.68181610107422,-10.599820137023926,-182.14065551757812,0.7186629176139832,0.002131998771801591,-0.6953552961349487,0.0,-57.23390466252235,-4.185801078392672,44.07271602513382,0.0001285664541444964,0.03802205541750281,-0.7023558706686032,-0.7108096335762779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
