Timestamp sec,Timestamp nanosec,Entry_point x,Entry_point y,Entry_point z, Entry_point sec, Entry_point nanosec,AuroraTip x,AuroraTip y,AuroraTip z,AuroraTip qw,AuroraTip qx,AuroraTip qy,AuroraTip qz,AuroraTip sec,AuroraTip nanosec,Tip x,Tip y,Tip z,Tip qw,Tip qx,Tip qy,Tip qz,Tip sec,Tip nanosec,AuroraBase x,AuroraBase y,AuroraBase z,AuroraBase qw,AuroraBase qx,AuroraBase qy,AuroraBase qz,AuroraBase sec,AuroraBase nanosec,Base x,Base y,Base z,Base qw,Base qx,Base qy,Base qz,Base sec,Base nanosec,J00,J01,J02,J03,J04,J05,J06,J10,J11,J12,J13,J14,J15,J16,J20,J21,J22,J23,J24,J25,J26,J30,J31,J32,J33,J34,J35,J36,J40,J41,J42,J43,J44,J45,J46,J50,J51,J52,J53,J54,J55,J56,J60,J61,J62,J63,J64,J65,J66,J sec,J nanosec,Control x,Control z,Control sec,Control nanosec
1652891832,977033630,0,0,0,0,0,-20.096471786499023,5.02048397064209,-170.98809814453125,0.9998664855957031,0.01629352755844593,-0.0011777880135923624,8.15016054644957e-10,1652891832,975159470,0,0,0,0,0,0,0,0,0,-20.151565551757812,-25.73404312133789,-174.02203369140625,0.9999508857727051,0.0007758737774565816,-0.009878338314592838,-2.2351475337245574e-08,1652891832,975676825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891833,177056233,0,0,0,0,0,-20.113405227661133,5.047212600708008,-170.97251892089844,0.999862551689148,0.01654231734573841,-0.0010744333267211914,1.0127705785123453e-08,1652891833,173765820,-63.29578905373777,18.24648259640182,48.8846507024718,-0.7132458228450157,0.7008274708255813,0.010952418658992949,0.0010600833240137714,1652891833,34798133,-20.148162841796875,-25.743860244750977,-174.01318359375,0.9999508857727051,0.0007421971531584859,-0.009876937605440617,4.656614205345022e-09,1652891833,174284241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891833,377085142,0,0,0,0,0,-20.06140899658203,5.04479455947876,-170.9893035888672,0.9998611211776733,0.016598939895629883,-0.0014993847580626607,-1.9324899014350194e-08,1652891833,356429959,-63.29578905373777,18.24648259640182,48.8846507024718,-0.7132458228450157,0.7008274708255813,0.010952418658992949,0.0010600833240137714,1652891833,34798133,-20.06410026550293,-25.856422424316406,-174.0208740234375,0.9999445676803589,-4.7624118451494724e-05,-0.010522248223423958,-2.7939803803889163e-09,1652891833,356964553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891833,577372616,0,0,0,0,0,-20.091712951660156,5.095977783203125,-170.98194885253906,0.9998561143875122,0.016914010047912598,-0.0012645424576476216,6.1699902964562625e-09,1652891833,577006443,-63.29578905373777,18.24648259640182,48.8846507024718,-0.7132458228450157,0.7008274708255813,0.010952418658992949,0.0010600833240137714,1652891833,34798133,-20.08739471435547,-25.79326057434082,-174.0351104736328,0.9999459981918335,0.0003796816454268992,-0.010383697226643562,-1.0244419534899407e-08,1652891833,555985273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891833,777259583,0,0,0,0,0,-20.043310165405273,5.002961158752441,-171.00497436523438,0.9998676776885986,0.016183139756321907,-0.0015984479105100036,-2.2002678790045138e-08,1652891833,776864744,-63.29578905373777,18.24648259640182,48.8846507024718,-0.7132458228450157,0.7008274708255813,0.010952418658992949,0.0010600833240137714,1652891833,34798133,-20.071298599243164,-25.775136947631836,-174.02809143066406,0.9999452829360962,0.0005126000614836812,-0.010440589860081673,2.794120490534624e-09,1652891833,755694425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891833,977302634,0,0,0,0,0,-20.06969451904297,5.016143321990967,-170.9878387451172,0.9998654127120972,0.016344668343663216,-0.0013934076996520162,1.0478788947665407e-09,1652891833,976360046,-63.29578905373777,18.24648259640182,48.8846507024718,-0.7132458228450157,0.7008274708255813,0.010952418658992949,0.0010600833240137714,1652891833,34798133,-20.07249641418457,-25.87604331970215,-174.00726318359375,0.9999454021453857,-0.0002475381188560277,-0.01044198963791132,1.2107172153719148e-08,1652891833,976913070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891834,177041617,0,0,0,0,0,-20.10331153869629,4.990789413452148,-170.97793579101562,0.9998687505722046,0.01615631766617298,-0.0011701585026457906,4.424362654020797e-09,1652891834,175676029,-63.28670714397161,18.283586079437868,48.760313014192064,nan,nan,nan,nan,1652891834,37910078,-20.044214248657227,-25.870241165161133,-173.99888610839844,0.9999434947967529,-0.0002272725396323949,-0.010619761422276497,-2.421439049271612e-08,1652891834,176156602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891834,377028743,0,0,0,0,0,-20.076143264770508,4.988095283508301,-170.99819946289062,0.9998683929443359,0.016162574291229248,-0.0013940930366516113,-2.4796088737844002e-08,1652891834,375473440,-63.28670714397161,18.283586079437868,48.760313014192064,nan,nan,nan,nan,1652891834,37910078,-20.028844833374023,-25.897462844848633,-174.00128173828125,0.9999425411224365,-0.0004274845705367625,-0.010703803971409798,1.8625248010550877e-09,1652891834,375954037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891834,577036578,0,0,0,0,0,-20.04871368408203,4.982544898986816,-171.02783203125,0.9998691082000732,0.01609581708908081,-0.001633465406484902,5.471326502970442e-09,1652891834,575162507,-63.28670714397161,18.283586079437868,48.760313014192064,nan,nan,nan,nan,1652891834,37910078,-20.08694839477539,-25.79724884033203,-174.0306854248047,0.9999465942382812,0.0002946257882285863,-0.010330617427825928,2.3283057259959605e-08,1652891834,575643220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652891834,777032124,0,0,0,0,0,-20.10563087463379,5.078063488006592,-170.99411010742188,0.9998589754104614,0.016749026253819466,-0.0011800527572631836,-8.265743645097245e-09,1652891834,775241678,-63.28670714397161,18.283586079437868,48.760313014192064,nan,nan,nan,nan,1652891834,37910078,-20.116769790649414,-25.735397338867188,-174.03277587890625,0.999948263168335,0.000803709146566689,-0.010134668089449406,1.5832393174264325e-08,1652891834,775722382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
