Timestamp sec,Timestamp nanosec,Entry_point x,Entry_point y,Entry_point z, Entry_point sec, Entry_point nanosec,AuroraTip x,AuroraTip y,AuroraTip z,AuroraTip qw,AuroraTip qx,AuroraTip qy,AuroraTip qz,AuroraTip sec,AuroraTip nanosec,Tip x,Tip y,Tip z,Tip qw,Tip qx,Tip qy,Tip qz,Tip sec,Tip nanosec,AuroraBase x,AuroraBase y,AuroraBase z,AuroraBase qw,AuroraBase qx,AuroraBase qy,AuroraBase qz,AuroraBase sec,AuroraBase nanosec,Base x,Base y,Base z,Base qw,Base qx,Base qy,Base qz,Base sec,Base nanosec,J00,J01,J02,J03,J04,J05,J06,J10,J11,J12,J13,J14,J15,J16,J20,J21,J22,J23,J24,J25,J26,J30,J31,J32,J33,J34,J35,J36,J40,J41,J42,J43,J44,J45,J46,J50,J51,J52,J53,J54,J55,J56,J60,J61,J62,J63,J64,J65,J66,J sec,J nanosec,Control x,Control z,Control sec,Control nanosec
1652909783,542430554,0,0,0,0,0,-15.209458351135254,9.104873657226562,-166.08326721191406,0.999846339225769,-0.0033336877822875977,-0.017209798097610474,1.6764563071092198e-08,1652909783,541973681,0,0,0,0,0,0,0,0,0,-14.41989517211914,-21.09805679321289,-166.81338500976562,0.9999699592590332,-0.004927635658532381,0.005978167988359928,2.7940516567070972e-09,1652909783,521202084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909783,742336188,0,0,0,0,0,-15.233781814575195,9.085637092590332,-166.07078552246094,0.9998481273651123,-0.003479183418676257,-0.017072532325983047,1.8625641473590804e-08,1652909783,721664552,-58.42683519166803,23.230196368591066,44.66130361789391,-0.699926977276948,0.7138140266549317,0.021809009137792372,-0.009796812414789753,1652909783,639704407,-14.433072090148926,-21.117910385131836,-166.80715942382812,0.9999682903289795,-0.005133629310876131,0.006079465616494417,5.588112639287601e-09,1652909783,722198479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909783,942259368,0,0,0,0,0,-15.202956199645996,9.113316535949707,-166.08282470703125,0.9998451471328735,-0.0032435061875730753,-0.01729542389512062,2.6077431769522263e-08,1652909783,921295677,-58.42683519166803,23.230196368591066,44.66130361789391,-0.699926977276948,0.7138140266549317,0.021809009137792372,-0.009796812414789753,1652909783,639704407,-14.441351890563965,-21.094249725341797,-166.80429077148438,0.9999688863754272,-0.00494080875068903,0.0061380574479699135,-2.793963638225705e-08,1652909783,921668081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909784,142574974,0,0,0,0,0,-15.174094200134277,9.181559562683105,-166.07810974121094,0.9998440742492676,-0.002723336685448885,-0.017443303018808365,-2.4214523719479075e-08,1652909784,141731975,-58.42683519166803,23.230196368591066,44.66130361789391,-0.699926977276948,0.7138140266549317,0.021809009137792372,-0.009796812414789753,1652909783,639704407,-14.38404369354248,-21.150310516357422,-166.8196258544922,0.9999693632125854,-0.005380809307098389,0.0056840782053768635,6.985133360615237e-09,1652909784,142214462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909784,342361500,0,0,0,0,0,-15.20946216583252,9.257111549377441,-166.03536987304688,0.9998515844345093,-0.002145469421520829,-0.017093004658818245,2.4214342531081456e-08,1652909784,341453391,-58.42683519166803,23.230196368591066,44.66130361789391,-0.699926977276948,0.7138140266549317,0.021809009137792372,-0.009796812414789753,1652909783,639704407,-14.417287826538086,-21.181446075439453,-166.81719970703125,0.999967098236084,-0.0055398945696651936,0.005924165714532137,-2.4680860022385787e-08,1652909784,341972326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909784,542223880,0,0,0,0,0,-15.21918773651123,9.212747573852539,-166.01707458496094,0.999852180480957,-0.002466559410095215,-0.017015129327774048,2.421432832022674e-08,1652909784,541094045,-58.42683519166803,23.230196368591066,44.66130361789391,-0.699926977276948,0.7138140266549317,0.021809009137792372,-0.009796812414789753,1652909783,639704407,-14.461589813232422,-21.05745506286621,-166.78578186035156,0.9999691247940063,-0.004626394249498844,0.006337256170809269,1.8627027031925536e-08,1652909784,541576143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909784,742272660,0,0,0,0,0,-15.20681095123291,9.160975456237793,-166.0626220703125,0.9998470544815063,-0.0028191213496029377,-0.01725688762962818,-2.607738203153076e-08,1652909784,740749517,-58.424752188529304,23.301640784269665,44.53454007938032,-0.7006445973663336,0.7131140055063232,0.02171088311965625,-0.009704753482171763,1652909784,642661928,-14.423778533935547,-21.066009521484375,-166.7799835205078,0.9999701976776123,-0.004737377632409334,0.0060923402197659016,-4.656751428910866e-09,1652909784,741232104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909784,942208296,0,0,0,0,0,-15.247928619384766,9.267987251281738,-166.0022430419922,0.9998563528060913,-0.0019875767175108194,-0.01682877726852894,1.3038569335321881e-08,1652909784,923587481,-58.424752188529304,23.301640784269665,44.53454007938032,-0.7006445973663336,0.7131140055063232,0.02171088311965625,-0.009704753482171763,1652909784,642661928,-14.472896575927734,-20.99866485595703,-166.7819366455078,0.9999701976776123,-0.004204988945275545,0.006466270424425602,-9.312593363119959e-09,1652909784,924030987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909785,142310515,0,0,0,0,0,-15.216339111328125,9.31946849822998,-166.01715087890625,0.9998540878295898,-0.001586497062817216,-0.017006071284413338,-3.7249241469083927e-09,1652909785,139461571,-58.424752188529304,23.301640784269665,44.53454007938032,-0.7006445973663336,0.7131140055063232,0.02171088311965625,-0.009704753482171763,1652909784,642661928,-14.421810150146484,-21.038301467895508,-166.80917358398438,0.9999716281890869,-0.004504203796386719,0.006037325598299503,8.382141203355786e-09,1652909785,139943340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652909785,342208745,0,0,0,0,0,-15.268400192260742,9.343514442443848,-165.9547119140625,0.9998613595962524,-0.0014262199401855469,-0.016591759398579597,-1.862630583104874e-08,1652909785,321370376,-58.424752188529304,23.301640784269665,44.53454007938032,-0.7006445973663336,0.7131140055063232,0.02171088311965625,-0.009704753482171763,1652909784,642661928,-14.449806213378906,-20.956544876098633,-166.7950439453125,0.9999727010726929,-0.003868341911584139,0.006281913258135319,-1.5832005928473336e-08,1652909785,321821829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
